communityn,detailaddr,area_id,districtna,zone_numbe,buildyear,carparkcou,buildingar,plotratio,pmfee,developer,greeningra,totalhouse,totalbuild,standard_p,specialpri,residentia,longitude,latitude
瑞海家园二区,北京市大兴区宏旭路瑞海家园二区,14,大兴区,110115,2000,700,194798.09,1.5,0.63,北京鸿坤伟业房地产开发有限公司,40,1506,28,41227, ,住宅,116.3256766,39.7852339
大井南里,北京市丰台区丰体东路5号大井南里,6,丰台区,110106,1990, ,30579.11,1.5,0.55,北京首开天鸿集团有限公司,33,570,7,50240, ,住宅,116.2664583,39.86482844
华亭嘉园,北京市朝阳区北四环中路6号华亭嘉园,5,朝阳区,110105,1998,1100,382675.8,6.52,3,华润置地股份有限公司,40,1454,6,71498, ,高档公寓,116.3791953,39.98533685
和谐家园一区,北京市昌平区龙锦三街和谐家园一区,13,昌平区,110114,2006,675,191296.72,1.57,0.64,北京三元盛泰房地产开发有限公司,35,1440,25,42997, ,住宅,116.3541886,40.08427152
黑山北小街4号院,北京市门头沟区黑山北小街4号院,9,门头沟区,110109,1987, ,11709.83,1.6,1.9,北京市门头沟区建设开发公司,30,140,3,32626, ,住宅,116.0874623,39.94157826
武夷花园紫荆雅园,北京市通州区通胡大街3号武夷花园紫荆雅园,11,通州区,110112,2003,1243,200712.54,2.2,0.65,北京武夷房地产开发有限公司,40,1414,16,50255, ,住宅,116.6956625,39.91821465
青云南区社区,北京市海淀区北三环西路40号青云南区社区,8,海淀区,110108,2005,366,129446.2,3.5,0.69,青云工厂,30,822,13,93217, ,住宅,116.3205122,39.9637464
裕龙花园五区,北京市顺义区裕龙二街裕龙花园五区,12,顺义区,110113,2003,1300,129016.22,1.1,1.6,北京大龙伟业房地产开发股份有限公司,30,1368,22,39489, ,住宅,116.6710421,40.12104959
光华里小区,北京市朝阳区光华路光华里小区,5,朝阳区,110105,1956,50,396138.1,4.9,0.5,北京首华建设经营有限公司,30,1623,34,83742, ,住宅,116.448019,39.91006096
复兴路36号院,北京市海淀区复兴路36号院,8,海淀区,110108,1987,80,11156.94,2.6,2,无,30,256,2,87459, ,住宅,116.2603844,39.90584234
燕城苑北区,北京市昌平区大海路燕城苑北区,13,昌平区,110114,2006,228,63677.5,2.9,1,北京城建三房地产开发有限公司,30,372,6,34712, ,住宅,116.4325873,40.0907233
芳清园,北京市海淀区黑泉路芳清园,8,海淀区,110108,2006,934,96682.06,1.72,2,北京宝晟住房股份有限公司,30,853,11,73305, ,住宅,116.3678045,40.03098311
芍药居5号院,北京市朝阳区文学馆路芍药居5号院,5,朝阳区,110105,1985, ,76568.9,2,0.5,北京城建集团有限责任公司,30,951,12,85933, ,住宅,116.4257387,39.98041099
嘉华世纪,北京市朝阳区建外大街18号嘉华世纪,5,朝阳区,110105,2001,600,28497.37,5.89,7.5,京白金房地产开发有限公司,30,196,4,63046, ,住宅,116.4348095,39.90449407
垡头西里小区,北京市朝阳区金蝉中路垡头西里小区,5,朝阳区,110105,1982, ,312419.94,2.4,0.6,无,30,1753,43,46836, ,住宅,116.5059607,39.86237381
交大宜园,北京市海淀区高粱桥斜街交大宜园,8,海淀区,110108,1980, ,55280.21,2,0,无,25,552,12,96003, ,住宅,116.3345016,39.9527522
北京交通大学静园,北京市海淀区交大东路5号北京交通大学静园,8,海淀区,110108,2000,567,121483.3,2,0,无, ,654,12,85542, ,住宅,116.3393186,39.9531547
车公庄大街北里,北京市西城区车公庄北街车公庄大街北里,4,西城区,110102,1985, ,146798.68,2,1,北京兴源房地产开发有限公司,30,1913,20,98209, ,住宅,116.3409692,39.93305132
西直门外大街102号,北京市西城区西直门外大街102号,4,西城区,110102,1976, ,20292.96,2.8,0,无,35,282,3,107216, ,住宅,116.3415083,39.93733377
中纺里,北京市朝阳区东大桥斜街6号中纺里,5,朝阳区,110105,1956,270,197043.24,3,0.5,北京住宅开发建设集团总公司,30,1458,30,80718, ,住宅,116.4475562,39.92736476
安圣苑,北京市朝阳区安定路20号安圣苑,5,朝阳区,110105,2000,140,42581.17,4,2,北京全联房地产开发有限公司,48,282,3,70971, ,住宅,116.4022084,39.97232339
公园大道,北京市朝阳区朝阳公园南路6号公园大道,5,朝阳区,110105,2002,1005,328702.39,5.1,6.5,美国汉斯公司,30.8,950,5,97647, ,住宅,116.4805747,39.93115142
泰华滨河苑,北京市朝阳区南十里居路41号泰华滨河苑,5,朝阳区,110105,2003,723,112846.73,3.4,1.7,北京市泰华房地产开发集团有限公司,32,974,6,60773, ,住宅,116.4911096,39.95795181
南新园,北京市朝阳区松榆南路南新园,5,朝阳区,110105,1997,374,168274.86,1.41,1.2,北京市新兴房地产开发总公司西城分公司,35,3045,24,62992, ,住宅,116.4685981,39.86821803
学士居,北京市朝阳区科荟路学士居,5,朝阳区,110105,2000,100,24707.34,2.28,2,北京华阳地产,32,260,4,77523, ,住宅,116.3596801,40.0094368
汽车南院小区,北京市朝阳区科学园南里西街汽车南院小区,5,朝阳区,110105,1990, ,21364.66,2,1.5,单位自建, ,264,4,73560, ,住宅,116.3688356,39.99502151
安华西里三区,北京市朝阳区黄寺大街安华西里三区,5,朝阳区,110105,1980,350,260804.15,3.1,0.55,中建一局四公司,30,1730,21,79207, ,住宅,116.3942355,39.9637157
闵航路16号院,北京市海淀区闵航路16号院,8,海淀区,110108,2003,80,26907.59,1.46,0.5,无,10,246,5,47760,单位产房,住宅,116.2494688,39.96830556
京泉馨苑东里,北京市海淀区闵庄路18号京泉馨苑东里,8,海淀区,110108,2012,600,186194.66,2,0.75,北京青远房地产开发有限公司, ,792,20,55321, ,住宅,116.2469837,39.97026124
闵航路21号,北京市海淀区闵航路21号,8,海淀区,110108,1999,10, , ,0|0,暂无, ,64,4,63834,军产房,住宅,116.2472911,39.96809461
闵庄路甲18号院,北京市海淀区闵庄路甲18号院,8,海淀区,110108,2000,20,31790.05,2.1,0,无, ,227,4,47646,单位产房,住宅,116.2445358,39.96821546
清水绿洲嘉园,北京市丰台区长青路85号清水绿洲嘉园,6,丰台区,110106,2007,567,197026.86,3,0.5,北京金岗盛大商贸有限公司,20,618,11,18935, ,住宅,116.1613179,39.80208017
新新天第,北京市丰台区马家堡路新新天第,6,丰台区,110106,2006,410,51875.02,2.63,1.7,北京金泰房地产开发有限责任公司,30,391,3,62029, ,住宅,116.3754149,39.83365382
北苑家园望春园,北京市朝阳区锦芳北路北苑家园望春园,5,朝阳区,110105,2008,4000,246601.27,2,2.48,北京城建兴华地产有限公司,40,3350,19,58757, ,住宅,116.4128108,40.04523998
保利嘉园3号院,北京市朝阳区常营中路3号保利嘉园3号院,5,朝阳区,110105,2008,1650,320841.27,2.47,1.8,保利(北京)房地产开发有限公司, ,2622,18,49210, ,住宅,116.5992444,39.92889357
北苑6号院,北京市朝阳区北苑路6号北苑6号院,5,朝阳区,110105,1996, ,9485.16,1,0.62,北京城建集团有限责任公司,40,222,4,57263, ,住宅,116.4154238,40.0372529
双龙南里,北京市朝阳区西大望路双龙南里,5,朝阳区,110105,1998,2150,315951.65,1.2,0.9,北京天鸿集团有限公司,30,6648,61,59102, ,住宅,116.478239,39.86764566
名苑雅居,北京市朝阳区白庙路甲1号名苑雅居,5,朝阳区,110105,2005,379,24076.75,4.2,2.3,北京富兴苑房地产开发有限公司,30,272,1,75382, ,住宅,116.365695,40.00794527
中关村105号院,北京市海淀区中关村路105号中关村105号院,8,海淀区,110108,2000,20,10037.56,1.5,0.5,无,15,174,1,102502, ,住宅,116.3265361,39.97212734
万柳怡水园,北京市海淀区万柳东路31号万柳怡水园,8,海淀区,110108,2003,400,61658.47,3.33,2,北京住总集团房地产开发部宅开发公司,40,408,4,91834, ,住宅,116.2958014,39.96057303
中科院东南小区,北京市海淀区中关村大街中科院东南小区,8,海淀区,110108,1998,1833,110738.79,1,0.55,中国科学院房产管理所,25,2076,33,125116, ,住宅,116.3169681,39.97782521
芍药居1号院,北京市朝阳区北土城东路芍药居1号院,5,朝阳区,110105,1983,100,55310.5,3.1,0.6,国家相关部门,30,334,6,82631, ,住宅,116.4292671,39.97694641
南华园三区,北京市怀柔区南华大街南华园三区,15,怀柔区,110116,1996, ,117931.64,3.12,0.5,单位自建,40,644,12,29527, ,住宅,116.6311714,40.30434148
马官营家园,北京市丰台区万丰路马官营家园,6,丰台区,110106,2000,300,80000,2.4,2.2,北京远航房地产,50,1152,2,40307,回迁房,住宅,116.2917637,39.88274692
骏城,北京市大兴区兴盛街骏城,14,大兴区,110115,2002,555,75865.02,1.25,1.36,北京德鸿基房地产开发有限公司,32.4,638,10,45950, ,住宅,116.3100555,39.75680646
青年汇佳园,北京市朝阳区青年路青年汇佳园,5,朝阳区,110105,2006,1100,86708.39,2.29,2.5,北京新松房地产开发有限公司,30,1636,9,67282, ,住宅,116.5098343,39.91953261
厂洼街17号院,北京市海淀区厂洼街17号院,8,海淀区,110108,1998, ,8204.03,1.5,0.65,无,30,108,3,92332, ,住宅,116.2957508,39.95154601
天安豪园,北京市朝阳区朝阳公园西路17号天安豪园,5,朝阳区,110105,2004,215,10116.03,6.5,8,北京南湖花园公寓有限公司,25,168,1,67529, ,高档公寓,116.4648981,39.93313351
康乐里,北京市西城区长椿街康乐里,4,西城区,110102,1999, ,98383.62,2.79,2.5,人民银行,30,964,10,110924, ,住宅,116.3613483,39.89408554
中门花园良实家园,北京市门头沟区中门寺街69号中门花园良实家园,9,门头沟区,110109,2003,151,11709.06,1,0.55,京煤集团,30,168,3,35296, ,住宅,116.0809785,39.92988579
粮食局家属院,北京市平谷区新平北路30号粮食局家属院,16,平谷区,110117,2000,1296,77735.07,1,0.5,无,30,960,25,29075,其他,住宅,117.1146933,40.14306346
通广嘉园,北京市通州区通朝大街甲512号通广嘉园,11,通州区,110112,2013,1173,61131.39,1.22,0.3,北京中海阳光房地产开发有限公司,10,1338,9,51331, ,住宅,116.6235094,39.8893049
上林世家,北京市朝阳区林萃路1号上林世家,5,朝阳区,110105,2012,1500,79187.95,1,2.6,北京中泽房地产开发有限公司,45,835,11,101143, ,住宅,116.3672338,40.01862255
中海紫金苑,北京市海淀区万寿寺路甲1号中海紫金苑,8,海淀区,110108,2002,100,226812.87,9,3.95,中国海外发展有限公司,45,450,3,127283, ,住宅,116.308912,39.94390327
左安浦园,北京市东城区左安门内大街左安浦园,3,东城区,110101,2004,1200,237870.15,3.6,1.15,北京崇开嘉信房地产开发有限公司,30,2417,7,76593, ,住宅,116.4319888,39.8726505
青塔东里,北京市丰台区青塔西路青塔东里,6,丰台区,110106,1976,560,263519.09,3,0.5,北京金隅嘉业房地产开发有限公司,24,2153,18,51932, ,住宅,116.2647694,39.89218176
丰台西路45号院,北京市丰台区丰台西路45号院,6,丰台区,110106,1994,170,53684.01,2.6,1.6,北京城建房地产开发有限公司,30,552,6,46292, ,住宅,116.2524771,39.8507371
小红庙南里,北京市西城区莲花河东侧路小红庙南里,4,西城区,110102,1988, ,66032.69,2,0,国家福利分房,31,936,9,89695, ,住宅,116.3308322,39.87823692
万年花城三期,北京市丰台区芳菲路88号万年花城三期,6,丰台区,110106,2006,2314,239165.94,2.25,1.75,北京万年花城房地产开发有限责任公司,31.5,2323,14,63030, ,住宅,116.3163855,39.83777273
万方景轩,北京市朝阳区太阳宫路甲6号万方景轩,5,朝阳区,110105,2005,614,81489.01,5,1.6,北京万方源房地产开发有限公司,30,885,2,84209, ,住宅,116.4427968,39.97110476
天香颐中里,北京市海淀区闵庄南路天香颐中里,8,海淀区,110108,2002,100,79704,2.4,1.2,无,30,360,7,75214,回迁房,住宅,116.2426465,39.9627994
小关街社区,北京市海淀区小关街社区,8,海淀区,110108,1986,40,14914.4,1.1,0.6,北京城市建设集团有限责任公司,10,273,5,83757, ,住宅,116.3725667,39.97816218
荷塘月舍,北京市海淀区圆明园西路荷塘月舍,8,海淀区,110108,2004,233,32072.68,1.1,2.5,北京海开房地产股份有限公司,30,401,9,89056, ,住宅,116.2742955,40.01888191
惠中园,北京市朝阳区北四环东路106号惠中园,5,朝阳区,110105,1999,150,29537.3,2,1,无,30,487,5,71909, ,住宅,116.4160377,39.98574177
凤翔四园4号院,北京市怀柔区凤翔大街4号凤翔四园4号院,15,怀柔区,110116,2000, ,45039.3,2,0,无, ,292,6,26683, ,住宅,116.6749602,40.29226635
东关南里,北京市昌平区燕平路9号东关南里,13,昌平区,110114,2000,500,468508.88,3.3,0.6,北京立昌房地产开发总公司,36,2089,42,41353, ,住宅,116.2415815,40.21379314
志新村小区,北京市海淀区志新东路志新村小区,8,海淀区,110108,1989,921,120171.09,1,0.5,北京城建集团有限责任公司,30,2304,33,80994, ,住宅,116.3610315,39.98834422
华澳中心,北京市海淀区紫竹院路31号华澳中心,8,海淀区,110108,1999, ,153219.93,9.09,2.75,北京京奥房地产开发有限公司,35,624,3,68750, ,住宅,116.2996012,39.9442792
复兴路79号院,北京市海淀区复兴路79号院,8,海淀区,110108,1986, ,146748.4,2.6,1,无,20,1572,20,73975, ,住宅,116.2654652,39.90677851
永金里,北京市海淀区五棵松路81号永金里,8,海淀区,110108,1998,400,317154.17,3.88,0.6,北京京创房地产开发有限公司,30,1710,16,64947, ,住宅,116.2651647,39.91957271
北洼路28号院,北京市海淀区北洼路28号院,8,海淀区,110108,1998,300,20489.46,2.5,2.8,北京万景房地产开发有限公司,30,396,2,69449, ,住宅,116.2983606,39.93566717
北洼西里,北京市海淀区北洼路北洼西里,8,海淀区,110108,1982,200,562869.13,9.91,0.98,北京艾维房地产开发有限公司,20,1672,12,81314, ,住宅,116.2953932,39.9366295
五棵松路甲49号院,北京市海淀区五棵松路甲49号院,8,海淀区,110108,2000,216,19048.26,1.36,0,无,26,240,3,71431,单位产房,住宅,116.2647711,39.93285538
恩济庄82号院,北京市海淀区西八里庄路恩济庄82号院,8,海淀区,110108,1996,30,18616.78,2.09,1.2,北方房地产开发有限责任公司,15,210,5,69938, ,住宅,116.2768293,39.92617114
小黄庄前街13号院,北京市朝阳区小黄庄前街13号院,5,朝阳区,110105,1982,50,44627.03,2.2,0.5,无,20,542,6,77147, ,住宅,116.4067169,39.96304668
首钢古北居民区,北京市石景山区古城路首钢古北居民区,7,石景山区,110107,1976, ,146511.75,2,0.55,北京首钢房地产开发有限公司,20,1060,18,48545, ,住宅,116.183943,39.91523079
黄南苑,北京市石景山区杨庄东街黄南苑,7,石景山区,110107,1999,1000,118661.76,2.1,1.75,北京首钢房地产开发有限公司,44.52,1534,6,47754, ,住宅,116.1928949,39.92847091
海特花园,北京市石景山区西井路海特花园,7,石景山区,110107,1996,2000,610805.21,2.5,0.6,无,33,4668,55,46649, ,住宅,116.1822668,39.93152286
北礼士路70号院,北京市西城区北礼士路70号院,4,西城区,110102,1974, ,36833.97,3,0.1,北京市房地局,30,222,5,101856, ,住宅,116.348225,39.92593082
厂洼街1号院,北京市海淀区厂洼街1号院,8,海淀区,110108,1989,60,16182.78,3,0.6,无,30,162,3,93970, ,住宅,116.2996643,39.9519551
紫竹院路小区,北京市海淀区紫竹院路小区,8,海淀区,110108,1979,55,6446.88,1.2,1.2,北京市城建集团有限责任公司,30,282,3,79112, ,住宅,116.301522,39.94137625
复康南里,北京市东城区永定门内大街复康南里,3,东城区,110101,1980,120,25624.39,1.5,0.8,无,20,285,4,78020, ,住宅,116.398635,39.87663439
皂君西里,北京市海淀区皂君庙路皂君西里,8,海淀区,110108,1980,35,42383.28,1.5,0.8,无,30,660,10,85267, ,住宅,116.328229,39.9589195
天坛西里东区,北京市东城区永定门内大街天坛西里东区,3,东城区,110101,1970,107,83489.5,3,0,北京天鸿置业有限公司,34,639,9,78408, ,住宅,116.3963611,39.87418807
青年公寓（海淀）,北京市海淀区北三环西路34号青年公寓（海淀）,8,海淀区,110108,2001,948,7748.12,1.1,0.8,首钢房产总公司,30,1054,1,77626, ,高档公寓,116.3215119,39.96550004
方庄南路18号院,北京市丰台区成寿寺路方庄南路18号院,6,丰台区,110106,2012,200,171581.15,2.71,1.25,北京世纪景源房地产开发有限公司,30,1764,9,51402, ,住宅,116.4349635,39.84999094
马家堡8号院,北京市丰台区马家堡东路马家堡8号院,6,丰台区,110106,2000,22,15171.17,1.5,0.5,北京奇然房地产开发有限公司(北京）,46,66,2,58012, ,住宅,116.3799202,39.86277095
马家堡23号院,北京市丰台区马家堡路23号马家堡23号院,6,丰台区,110106,2000,226,11676.63,1.87,0.9,北京天宏国发房地产开发有限公司,30,252,2,59570, ,住宅,116.37979,39.86366996
海户西里31号院,北京市丰台区马家堡东路海户西里31号院,6,丰台区,110106,1995,160,66866.15,2.66,1.8,无,30,875,9,53801, ,住宅,116.381464,39.8498716
海户西里34号院,北京市丰台区马家堡东路海户西里34号院,6,丰台区,110106,1998,160,36621.65,3.85,1.7,西罗园房管所,40,504,3,54467, ,住宅,116.3826539,39.84869159
新华街八里,北京市丰台区丰台南路新华街八里,6,丰台区,110106,2002,432,39484.04,4,0.5,无,15,460,2,48204, ,住宅,116.2813444,39.83996249
东安街头条3号院,北京市丰台区东安街头条3号院,6,丰台区,110106,1992, ,15267.26,2.1,1.2,中国航天建设集团有限公司,30,108,2,57330, ,住宅,116.2736017,39.84844106
新明嘉园,北京市西城区新明胡同甲1号新明嘉园,4,西城区,110102,2000,120,23751.11,1.83,0.8,北京中影房地产开发有限公司,25,340,3,136692, ,住宅,116.3682334,39.95885426
卢沟桥南里甲8号院,北京市丰台区晓月中路卢沟桥南里甲8号院,6,丰台区,110106,2001,248,37086.61,2,0.5,北京小轴厂北人集团,30,276,5,42605, ,住宅,116.2300156,39.83433042
看丹路8号院,北京市丰台区看丹路8号院,6,丰台区,110106,1992, ,16951.91,2.1,0.5, ,31.5,144,2,59225, ,住宅,116.2757606,39.83815169
看丹路10号院,北京市丰台区看丹路10号院,6,丰台区,110106,1990, ,10703.49,2.1,0,中铁建工,31.5,168,2,52686, ,住宅,116.2745555,39.83788432
新起点嘉园,北京市海淀区长春桥路5号新起点嘉园,8,海淀区,110108,2003,998,191462.4,4.7,2,北京三义房地产开发有限公司,37.12,1764,12,101519, ,住宅,116.2980561,39.96023436
幸福大街小区,北京市东城区体育馆路幸福大街小区,3,东城区,110101,2003,170,47123.61,1.63,3.15,北京金隅嘉业房地产开发有限公司,30,318,6,95368, ,住宅,116.4239824,39.88451366
土桥小区,北京市通州区九棵树东路土桥小区,11,通州区,110112,2001, ,227700,1.35,0,无, ,1603,21,17888,小产权房,住宅,116.6937173,39.86509379
凤凰小区,北京市海淀区台头村路凤凰小区,8,海淀区,110108,2000,334,65362.89,2,1.5,单位自建,22,372,6,28689,小产权房,住宅,116.1073124,40.10874813
丽水嘉园,北京市朝阳区朝阳公园南路14号丽水嘉园,5,朝阳区,110105,1997,400,90637.29,2.3,2,北京丽水嘉园房地产开发有限公司,32,1539,8,81619, ,住宅,116.4773417,39.93112393
新华里12号院,北京市西城区车公庄北街12号新华里12号院,4,西城区,110102,2004,50,21928.53,2.5,1,无,20,432,2,107784, ,住宅,116.3440109,39.93402591
康馨雅苑,北京市密云区西门外大街19号康馨雅苑,18,密云区,110118,2003,723,83274.42,1.09,0.46,北京檀州房地产开发有限公司,30,804,15,29776, ,住宅,116.8190284,40.37595106
怡景园,北京市朝阳区朝外大街怡景园,5,朝阳区,110105,1999,220,41314.72,2.5,5.85,北京成荣房地产发展有限公司,40,422,5,71355, ,高档公寓,116.4355747,39.91966918
角门12号院,北京市丰台区角门路12号角门12号院,6,丰台区,110106,2000,284,20688.64,2,0.55,西罗园房管局开发有限公司,30,328,2,54949, ,住宅,116.3703706,39.84270341
富华家园,北京市朝阳区黄杉木店路186号富华家园,5,朝阳区,110105,1999,600,129620.62,3.5,0.35,北京九洲房地产综合开发有限公司,38,1488,6,46802, ,住宅,116.52385,39.92114082
九台庄园,北京市昌平区九台路8号九台庄园,13,昌平区,110114,1998,400,40000,0.18,2,北京九台房地产开发有限责任公司,85,562,66,51571,其他,别墅,116.3847684,40.07461307
豆瓣小区,北京市东城区豆瓣胡同豆瓣小区,3,东城区,110101,1989,200,50744.39,2,0.98,北京住总房地产开发有限责任公司,30,972,3,116574, ,住宅,116.4251546,39.92640982
在水一方,北京市通州区永顺南街286号在水一方,11,通州区,110112,2004,432,45732.52,2.65,1.38,北京黄海房地产开发有限责任公司,38.6,522,3,44022, ,住宅,116.6391455,39.91157744
天鹅湾北区,北京市朝阳区朝阳北路天鹅湾北区,5,朝阳区,110105,2005,1900,207330.3,3.03,3.9,北京博成房地产有限公司,30,1980,11,103276, ,住宅,116.5174169,39.92050932
东高地社区,北京市丰台区万源北路东高地社区,6,丰台区,110106,2000,2000,327006.52,1.1,0.5,航天万源实业公司,33,5134,71,49346, ,住宅,116.4144131,39.80650469
西晴公寓,北京市海淀区联慧路101号西晴公寓,8,海淀区,110108,1998,200,23128.64,2,2.5,北京光大房地产开发有限公司,30,378,1,92756, ,高档公寓,116.3512651,39.94740128
聚福苑,北京市朝阳区定福庄北街聚福苑,5,朝阳区,110105,2012, ,48750,1.6,0.5,重庆圣马房地产开发有限公司宜宾分公司,40,1028,3,33456,小产权房,住宅,116.5499326,39.91586516
龙锦苑东三区,北京市昌平区黄平路龙锦苑东三区,13,昌平区,110114,2009,318,120890.25,1.56,0.65,首开集团,28,780,10,38170, ,住宅,116.3631502,40.08142799
芍药居9号院,北京市朝阳区北土城东路芍药居9号院,5,朝阳区,110105,1995,365,80087.29,2.6,0.5,中建一局集团房地产开发有限公司,25,829,9,75797, ,住宅,116.430237,39.97899977
上坡佳园,北京市昌平区黄平路202号上坡佳园,13,昌平区,110114,2008, ,40000,2,0.6,无,15,638,7,28166,回迁房,住宅,116.3614815,40.08195643
机场南路西里,北京市朝阳区机场南路西里,5,朝阳区,110105,1989, ,205079.45,2.9,1.2,首都机场股份有限公司,30,1092,22,40251, ,住宅,116.5872176,40.04913114
华严北里1号院,北京市朝阳区祁家豁子街华严北里1号院,5,朝阳区,110105,1985,100,21912.72,2,1,航天集团,30,498,2,87041, ,住宅,116.3807239,39.97929766
高井小区,北京市朝阳区朝阳路高井小区,5,朝阳区,110105,1998,1100,289117.33,3,0.5,北京金隅嘉业房地产开发有限公司,30,2884,24,53823, ,住宅,116.5301867,39.91802867
花园路14号院,北京市海淀区花园路14号院,8,海淀区,110108,1982,50,15123.64,2,1,无,30,279,5,89084, ,住宅,116.3603475,39.97037165
燕语华庭,北京市密云区车站路12号燕语华庭,18,密云区,110118,2005,424,44092.16,1.17,0.55,北京燕翔恒宇房地产开发有限公司,35,482,11,24317, ,住宅,116.8540619,40.39365662
裕龙花园东区,北京市顺义区石园大街裕龙花园东区,12,顺义区,110113,1994, ,248242.19,2.1,1.6,北京市大龙房地产开发有限公司,30,2108,32,37299, ,住宅,116.6609861,40.10932155
龙跃苑东二区,北京市昌平区科星西路龙跃苑东二区,13,昌平区,110114,2007,325,154477.41,2,0.6,北京首开天虹集团房地产开发公司,30,948,20,43724, ,住宅,116.3503243,40.07547288
城市经典,北京市丰台区帝京路5号城市经典,6,丰台区,110106,1999,150,14863.94,1.8,2.12,北京锦丰房地产开发有限公司,30,334,2,42571, ,住宅,116.2869247,39.83223847
北苑家园紫绶园,北京市朝阳区春华路北苑家园紫绶园,5,朝阳区,110105,1998,891,186439.1,2.5,1.26,北京城建兴华地产有限公司,40,1722,12,53779, ,住宅,116.422355,40.04143015
劲松六区,北京市朝阳区劲松南路劲松六区,5,朝阳区,110105,2002,420,53274.23,1.5,0.6,北京城建集团,30,929,10,59657, ,住宅,116.4458183,39.879347
北官厅二号院,北京市东城区东直门北小街北官厅二号院,3,东城区,110101,1978, ,61426.98,2.3,0.1,北京市东城区房屋建设开发公司,30,627,9,115630, ,住宅,116.421305,39.94657361
龙锦苑东四区,北京市昌平区龙锦三街龙锦苑东四区,13,昌平区,110114,2009,687,155333.86,1.6,0.65,首开集团,30,1491,18,38830, ,住宅,116.3684168,40.08181179
团结湖北二条小区,北京市朝阳区农展馆南路团结湖北二条小区,5,朝阳区,110105,1979,110,125022.38,3.13,1.1,无,30,1006,13,68543, ,住宅,116.4595445,39.93093278
葡东住宅小区,北京市门头沟区滨河路葡东住宅小区,9,门头沟区,110109,2001,1246,343329.46,3.6,0.5,单位自建,35,1409,28,39087, ,住宅,116.1116555,39.92359143
昌盛园一区,北京市昌平区南环东路昌盛园一区,13,昌平区,110114,1994, ,362435.49,3.93,1.8,无,28,1120,19,38426, ,住宅,116.2468375,40.21063317
西马场北里,北京市丰台区马家堡路西马场北里,6,丰台区,110106,1985,110,125352.2,1.7,0,北京城市建设开发集团总公司,25,1920,26,59771, ,住宅,116.3742693,39.84397267
珠江奥古斯塔城邦,北京市通州区景盛北一街17号珠江奥古斯塔城邦,11,通州区,110112,2007,180,70399.08,1.1,2.88,广东珠江投资有限公司,38,267,22,32074,其他,住宅,116.5373042,39.74094677
中关村东路小区,北京市海淀区中关村东路小区,8,海淀区,110108,1995, ,48585.58,3.1,0.5,北京市海淀区房地产经营开发总公司,31,212,3,94992, ,住宅,116.3267072,39.97121932
金惠园三里,北京市大兴区香园路28号金惠园三里,14,大兴区,110115,1998,500,323403.52,3.1,1.21,北京市翔德房地产开发公司,35,1712,20,49469, ,住宅,116.3188469,39.77027916
晨曦园,北京市朝阳区八里庄路晨曦园,5,朝阳区,110105,2000,45,22616.16,2.8,1.36,北京方晟房地产开发有限责任公司,30,544,2,48817, ,住宅,116.4877516,39.91695572
溪水园,北京市大兴区西韩路溪水园,14,大兴区,110115,2008, , ,1.47,0.65,北京隆源建业房地产开发有限公司,50,774,61,27691,其他,别墅,116.2399543,39.65632446
领行国际,北京市东城区广渠门内大街2号领行国际,3,东城区,110101,2004,600,161077.9,5.87,2.95,北京信茂房地产开发有限公司,30,1323,3,74569, ,住宅,116.4348775,39.89163888
世纪城三期晴波园,北京市海淀区蓝靛厂南路世纪城三期晴波园,8,海淀区,110108,2004,640,121759.78,2.09,2.52,北京金源鸿大房地产开发有限公司,45,803,13,111600, ,住宅,116.2825985,39.961842
香河园中里,北京市朝阳区香河园路香河园中里,5,朝阳区,110105,1981,160,206676.58,3.24,0.5,北京东方鸿铭房地产开发有限公司,20,1337,20,69625, ,住宅,116.4408292,39.95262204
安德路社区,北京市东城区安德路社区,3,东城区,110101,1979,120,72302.99,2.03,2.8,北京德源花园置业有限公司,10,1125,16,92571, ,住宅,116.3951921,39.95118243
海丰家园,北京市丰台区靛厂路9号海丰家园,6,丰台区,110106,2012,300,342784.03,3.5,0,无, ,1639,10,79730, ,住宅,116.2856123,39.89009078
乐城,北京市西城区红莲南路6号乐城,4,西城区,110102,2004,750,295859.89,5.75,1.02,北京中房长远房地产开发有限责任公司,25,2412,8,77398, ,住宅,116.3329854,39.87530451
龙跃苑二区,北京市昌平区回龙观东大街龙跃苑二区,13,昌平区,110114,2003,600,249126.85,1.8,0.64,天鸿集团北京华宝房地产开发有限责任公司,34,1422,28,42613, ,住宅,116.3410312,40.07668737
立清路7号院,北京市朝阳区立清路7号院,5,朝阳区,110105,2007,2100,143190.72,2.71,1.85,北京明天房地产开发有限公司,31.29,2031,8,36442, ,住宅,116.4015872,40.04467751
新华联运河湾,北京市通州区潞通大街197号新华联运河湾,11,通州区,110112,2012,1118,151002.18,2.5,2.5,北京新华联伟业房地产开发有限公司,37.5,1059,10,62194, ,住宅,116.6900271,39.90536153
星河湾朗园,北京市朝阳区四季星河路1号星河湾朗园,5,朝阳区,110105,2007,3000,163414.95,1.62,6,广州市宏宇房地产开发有限公司,50,1440,11,90910, ,高档公寓,116.517384,39.92724738
西环景苑,北京市西城区马连道南街西环景苑,4,西城区,110102,2001,300,49453.58,5.08,1.98,北京乾丰置业有限公司,31,420,4,82496, ,住宅,116.324065,39.88270325
