communityn,detailaddr,area_id,districtna,zone_numbe,buildyear,carparkcou,buildingar,plotratio,pmfee,developer,greeningra,totalhouse,totalbuild,standard_p,specialpri,residentia,longitude,latitude
海淀区第三实验小学,北京市海淀区成府路海淀区第三实验小学,8,海淀区,110108, , , , , , , , , , , , ,116.3347195,39.99263743
上地实验学校,北京市海淀区信息路上地实验学校,8,海淀区,110108, , , , , , , , , , , , ,116.3078341,40.03018368
霞云岭小学,北京市房山区京昆路霞云岭小学,10,房山区,110111, , , , , , , , , , , , ,115.7406527,39.73002963
北京市上地实验学校,北京市海淀区上地西路北京市上地实验学校,8,海淀区,110108, , , , , , , , , , , , ,116.3025019,40.03336697
海淀区二里沟学区-花园村第二小学,北京市海淀区半截塔南街海淀区二里沟学区-花园村第二小学,8,海淀区,110108, , , , , , , , , , , , ,116.3117818,39.93397972
北京万达嘉华酒店,北京市石景山区石景山路甲18号北京万达嘉华酒店,7,石景山区,110107, , , , , , , , , , , , ,116.2212186,39.9053511
良乡第三小学,北京市房山区京周路良乡第三小学,10,房山区,110111, , , , , , , , , , , , ,116.1258983,39.7328945
海淀区教师进修学校附属实验小学(本校区),北京市海淀区杏石口路海淀区教师进修学校附属实验小学(本校区),8,海淀区,110108, , , , , , , , , , , , ,116.2290363,39.9549915
石油学院附中,北京市海淀区志新西路石油学院附中,8,海淀区,110108, , , , , , , , , , , , ,116.356605,39.99782
石景山体育馆,北京市石景山区石景山路32号石景山体育馆,7,石景山区,110107, , , , , , , , , , , , ,116.1951431,39.90475816
海淀区六一小学,北京市海淀区恩济西街海淀区六一小学,8,海淀区,110108, , , , , , , , , , , , ,116.2810762,39.92726139
北京燕山向阳小学,北京市房山区燕东路北京燕山向阳小学,10,房山区,110111, , , , , , , , , , , , ,115.952934,39.72303378
老山自行车馆,北京市石景山区西五环路老山自行车馆,7,石景山区,110107, , , , , , , , , , , , ,116.2071962,39.91293759
海淀区七一小学,北京市海淀区莲花池西路海淀区七一小学,8,海淀区,110108, , , , , , , , , , , , ,116.3010761,39.89705191
西潞办事处固村完全小学,北京市房山区良坨路西潞办事处固村完全小学,10,房山区,110111, , , , , , , , , , , , ,116.1202062,39.74642111
海淀区清河第四小学,北京市海淀区新都路海淀区清河第四小学,8,海淀区,110108, , , , , , , , , , , , ,116.3652347,40.06372256
北京小学长阳分校,北京市房山区京深路北京小学长阳分校,10,房山区,110111, , , , , , , , , , , , ,116.2092478,39.75944922
首都师大第二附属中学增光路校区,北京市海淀区首都师大第二附属中学增光路校区,8,海淀区,110108, , , , , , , , , , , , ,116.3083704,39.9262689
海淀区上地实验小学,北京市海淀区上庄镇西路海淀区上地实验小学,8,海淀区,110108, , , , , , , , , , , , ,116.1962858,40.12670568
海淀区实验小学(马神庙1号院东北),北京市海淀区西三环北路海淀区实验小学(马神庙1号院东北),8,海淀区,110108, , , , , , , , , , , , ,116.3025765,39.92629498
首都师范大学第二附属中学(彰化路校区),北京市海淀区蓝靛厂南路首都师范大学第二附属中学(彰化路校区),8,海淀区,110108, , , , , , , , , , , , ,116.2853851,39.94029539
北坊小学,北京市房山区涧河路北坊小学,10,房山区,110111, , , , , , , , , , , , ,116.0450967,39.73711513
海淀区实验小学苏州街校区,北京市海淀区厂洼中街海淀区实验小学苏州街校区,8,海淀区,110108, , , , , , , , , , , , ,116.298819,39.94995008
娄子水完全小学,北京市房山区新泗路娄子水完全小学,10,房山区,110111, , , , , , , , , , , , ,115.9132315,39.66250719
首都师范大学附属中学,北京市海淀区北洼路33号首都师范大学附属中学,8,海淀区,110108, , , , , , , , , , , , ,116.2942864,39.92868663
青龙镇南四位完全小学,北京市房山区阎吕路青龙镇南四位完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0627926,39.80469603
石楼中心小学,北京市房山区房琉路石楼中心小学,10,房山区,110111, , , , , , , , , , , , ,115.9753466,39.64072981
中国科学院大学玉泉路校区,北京市石景山区中国科学院大学玉泉路校区,7,石景山区,110107, , , , , , , , , , , , ,116.2445874,39.90760039
海淀区五一小学,北京市海淀区八角东街海淀区五一小学,8,海淀区,110108, , , , , , , , , , , , ,116.2013241,39.91999394
北京市中关村中学(清华园校区),北京市海淀区成府路北京市中关村中学(清华园校区),8,海淀区,110108, , , , , , , , , , , , ,116.3217567,39.99293274
中国科学院高能物理研究所,北京市石景山区玉泉路19号乙中国科学院高能物理研究所,7,石景山区,110107, , , , , , , , , , , , ,116.2451668,39.90956319
窦店镇望楚完全小学,北京市房山区京深路窦店镇望楚完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0802763,39.65664209
中国地大附中,北京市海淀区成府路31号中国地大附中,8,海淀区,110108, , , , , , , , , , , , ,116.3387982,39.98677928
战友体育馆,北京市石景山区八大处路战友体育馆,7,石景山区,110107, , , , , , , , , , , , ,116.1830727,39.9503559
首钢体育馆,北京市石景山区阜石路159号首钢体育馆,7,石景山区,110107, , , , , , , , , , , , ,116.1926679,39.92501253
房山区阎村镇后十三里完全小学,北京市房山区凯旋大街房山区阎村镇后十三里完全小学,10,房山区,110111, , , , , , , , , , , , ,116.1029517,39.69208095
老山小轮车赛场,北京市石景山区老山西街老山小轮车赛场,7,石景山区,110107, , , , , , , , , , , , ,116.2081515,39.91168177
坨里镇沙窝完全小学,北京市房山区涧河路坨里镇沙窝完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0324046,39.75531149
中国矿业大学(北京)附属中学,北京市海淀区清华东路中国矿业大学(北京)附属中学,8,海淀区,110108, , , , , , , , , , , , ,116.3410052,39.9974944
石窝完全小学,北京市房山区石水路石窝完全小学,10,房山区,110111, , , , , , , , , , , , ,115.8129668,39.5546624
北京工业职业技术学院,北京市石景山区石门路北京工业职业技术学院,7,石景山区,110107, , , , , , , , , , , , ,116.1126419,39.95951939
北京市房山区石窝中学,北京市房山区石水路北京市房山区石窝中学,10,房山区,110111, , , , , , , , , , , , ,115.8120441,39.55564677
顾册小学,北京市房山区京周路顾册小学,10,房山区,110111, , , , , , , , , , , , ,115.9687838,39.67302826
龙泉河完全小学,北京市房山区房易路龙泉河完全小学,10,房山区,110111, , , , , , , , , , , , ,115.8759982,39.59782151
青龙湖镇北车营完全小学,北京市房山区良三路青龙湖镇北车营完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0139135,39.81753706
张坊镇瓦沟完全小学,北京市房山区千榆路张坊镇瓦沟完全小学,10,房山区,110111, , , , , , , , , , , , ,115.6843183,39.61961251
北京射击馆,北京市石景山区香山南路北京射击馆,7,石景山区,110107, , , , , , , , , , , , ,116.2027798,39.94464393
石楼镇大次洛完全小学,北京市房山区房易路石楼镇大次洛完全小学,10,房山区,110111, , , , , , , , , , , , ,115.946894,39.63052961
万商运动中心,北京市石景山区鲁谷路万商运动中心,7,石景山区,110107, , , , , , , , , , , , ,116.2126274,39.90376123
阎村中心小学,北京市房山区紫码路阎村中心小学,10,房山区,110111, , , , , , , , , , , , ,116.0752156,39.70696726
中国人民大学附属中学(第二分校),北京市海淀区北四环西路中国人民大学附属中学(第二分校),8,海淀区,110108, , , , , , , , , , , , ,116.2721084,39.96622125
四〇一学校(原新中路),北京市房山区阎河路四〇一学校(原新中路),10,房山区,110111, , , , , , , , , , , , ,116.0584956,39.7353689
中央民族大学附属中学,北京市海淀区法华寺路中央民族大学附属中学,8,海淀区,110108, , , , , , , , , , , , ,116.3097326,39.94976938
国家体育总局自行车击剑运动管理中心击剑馆,北京市石景山区老山西街国家体育总局自行车击剑运动管理中心击剑馆,7,石景山区,110107, , , , , , , , , , , , ,116.2099742,39.91606378
海淀区永泰小学,北京市海淀区永泰中路海淀区永泰小学,8,海淀区,110108, , , , , , , , , , , , ,116.3515298,40.03190669
四季青镇群众文化广场,北京市海淀区田村北路四季青镇群众文化广场,8,海淀区,110108, , , , , , , , , , , , ,116.2358733,39.93646113
老山运动员公寓,北京市石景山区老山西街5号老山运动员公寓,7,石景山区,110107, , , , , , , , , , , , ,116.210339,39.9152162
北洼园,北京市海淀区北洼路北洼园,8,海淀区,110108, , , , , , , , , , , , ,0,0
国家体育总局自行车击剑运动管理中心球类馆,北京市石景山区老山西街国家体育总局自行车击剑运动管理中心球类馆,7,石景山区,110107, , , , , , , , , , , , ,116.2090842,39.9154972
海淀体育中心,北京市海淀区芙蓉北路海淀体育中心,8,海淀区,110108, , , , , , , , , , , , ,116.2971562,39.98688285
万泉河小学,北京市海淀区芙蓉北路万泉河小学,8,海淀区,110108, , , , , , , , , , , , ,116.2956863,39.98476196
腾越滑雪,北京市石景山区永定河西大堤腾越滑雪,7,石景山区,110107, , , , , , , , , , , , ,116.1161331,39.93286191
畅乐园,北京市海淀区学院路畅乐园,8,海淀区,110108, , , , , , , , , , , , ,116.3541744,39.99750224
石景山市民冰雪体育中心,北京市石景山区上庄大街石景山市民冰雪体育中心,7,石景山区,110107, , , , , , , , , , , , ,116.2277136,39.90764831
行知实验学校(龚村小学部),北京市海淀区阜石路行知实验学校(龚村小学部),8,海淀区,110108, , , , , , , , , , , , ,116.2156354,39.92679178
和平小学,北京市海淀区航材大道和平小学,8,海淀区,110108, , , , , , , , , , , , ,116.1991265,40.03526993
创新文化广场,北京市海淀区中关村北一街创新文化广场,8,海淀区,110108, , , , , , , , , , , , ,116.3167436,39.98594563
中关村体育场,北京市海淀区中关村北一街中关村体育场,8,海淀区,110108, , , , , , , , , , , , ,116.3167061,39.98508864
西马坊油菜花,北京市海淀区上庄路西马坊油菜花,8,海淀区,110108, , , , , , , , , , , , ,116.2009428,40.08540376
怀柔体育中心,北京市怀柔区府前街怀柔体育中心,15,怀柔区,110116, , , , , , , , , , , , ,116.6219532,40.33047163
茉莉园文化广场,北京市海淀区永丰路茉莉园文化广场,8,海淀区,110108, , , , , , , , , , , , ,116.2461109,40.04596381
北京市密云区职业学校,北京市密云区果园西路2号北京市密云区职业学校,18,密云区,110118, , , , , , , , , , , , ,116.8220874,40.38679457
城南顺义体育中心,北京市顺义区石园大街城南顺义体育中心,12,顺义区,110113, , , , , , , , , , , , ,116.6669633,40.10927152
金辉国旅文化广场,北京市海淀区阜成路金辉国旅文化广场,8,海淀区,110108, , , , , , , , , , , , ,116.2828984,39.92337621
红英小学,北京市海淀区友谊路红英小学,8,海淀区,110108, , , , , , , , , , , , ,116.2684105,40.0627765
红英小学冷泉学部,北京市海淀区冷泉南街红英小学冷泉学部,8,海淀区,110108, , , , , , , , , , , , ,116.2146242,40.02955468
怀柔体育馆,北京市怀柔区府前西街3号怀柔体育馆,15,怀柔区,110116, , , , , , , , , , , , ,116.621488,40.31551013
周口店中心小学,北京市房山区京周路周口店中心小学,10,房山区,110111, , , , , , , , , , , , ,115.9388824,39.68064927
北京第二实验小学,北京市海淀区马甸路北京第二实验小学,8,海淀区,110108, , , , , , , , , , , , ,116.3752725,39.94931181
红英小学六里屯校区,北京市海淀区丰智东路红英小学六里屯校区,8,海淀区,110108, , , , , , , , , , , , ,116.2465961,40.06221052
葫芦垡中心小学,北京市房山区京深路葫芦垡中心小学,10,房山区,110111, , , , , , , , , , , , ,116.2103389,39.70797282
宏丰小学,北京市海淀区永丰中路宏丰小学,8,海淀区,110108, , , , , , , , , , , , ,116.2315344,40.0455067
北京西城外国语学校,北京市西城区西直门外南路北京西城外国语学校,4,西城区,110102, , , , , , , , , , , , ,116.3441803,39.93502373
展览路医院,北京市西城区西直门外南路展览路医院,4,西城区,110102, , , , , , , , , , , , ,116.3427909,39.93613842
北京市通州区张家湾中学,北京市通州区广源路北京市通州区张家湾中学,11,通州区,110112, , , , , , , , , , , , ,116.7120979,39.85482688
华学成龙小学,北京市海淀区温阳路华学成龙小学,8,海淀区,110108, , , , , , , , , , , , ,116.1544337,40.0763171
北京进步小学,北京市西城区西直门外南路北京进步小学,4,西城区,110102, , , , , , , , , , , , ,116.3414659,39.93522528
北京工业大学通州分校,北京市通州区潞苑南大街1145号北京工业大学通州分校,11,通州区,110112, , , , , , , , , , , , ,116.6623415,39.92861432
西外文化休闲广场,北京市西城区西直门外南路西外文化休闲广场,4,西城区,110102, , , , , , , , , , , , ,116.3381131,39.93653329
良乡第二小学,北京市房山区京周路良乡第二小学,10,房山区,110111, , , , , , , , , , , , ,116.1311525,39.73589513
老来乐文化广场,北京市海淀区三里河路老来乐文化广场,8,海淀区,110108, , , , , , , , , , , , ,116.3277544,39.9337486
盛世绿港体育中心,北京市顺义区庄兴街三条盛世绿港体育中心,12,顺义区,110113, , , , , , , , , , , , ,116.6397533,40.14278201
西石羊完全小学,北京市房山区京深路西石羊完全小学,10,房山区,110111, , , , , , , , , , , , ,116.1602612,39.67783576
房山长育中心小学,北京市房山区杏花东路房山长育中心小学,10,房山区,110111, , , , , , , , , , , , ,115.9649054,39.70262105
北京工商大学嘉华学院,北京市通州区宋庄南路北京工商大学嘉华学院,11,通州区,110112, , , , , , , , , , , , ,116.7249417,39.93405095
九一小学,北京市海淀区花园路九一小学,8,海淀区,110108, , , , , , , , , , , , ,116.3564797,39.97793039
九一小学西校区,北京市海淀区花园路九一小学西校区,8,海淀区,110108, , , , , , , , , , , , ,116.3552919,39.97790983
崛起实验学校,北京市海淀区马连洼北路崛起实验学校,8,海淀区,110108, , , , , , , , , , , , ,116.2872142,40.03087037
中国科学院大学雁栖湖校区(东区),北京市怀柔区京加路中国科学院大学雁栖湖校区(东区),15,怀柔区,110116, , , , , , , , , , , , ,116.6801251,40.40476186
北京市房山区城关小学,北京市房山区万窑路北京市房山区城关小学,10,房山区,110111, , , , , , , , , , , , ,115.9830466,39.69962549
万柳公园,北京市海淀区万泉河路万柳公园,8,海淀区,110108, , , , , , , , , , , , ,116.2859279,39.97838593
北京市房山中学,北京市房山区万窑路北京市房山中学,10,房山区,110111, , , , , , , , , , , , ,115.980933,39.69973693
六郎庄小学,北京市海淀区新建宫门路六郎庄小学,8,海淀区,110108, , , , , , , , , , , , ,116.2830249,39.98284429
西木休闲公园,北京市海淀区西四环北路西木休闲公园,8,海淀区,110108, , , , , , , , , , , , ,116.264149,39.93098773
琉璃河镇路村完全小学,北京市房山区紫码路琉璃河镇路村完全小学,10,房山区,110111, , , , , , , , , , , , ,116.1068111,39.5791984
赵各庄小学,北京市房山区顾郑路赵各庄小学,10,房山区,110111, , , , , , , , , , , , ,115.9556749,39.61679925
运河公园,北京市通州区玉带河东街运河公园,11,通州区,110112, , , , , , , , , , , , ,116.6797362,39.90854508
民族小学(北校区),北京市海淀区花园北路民族小学(北校区),8,海淀区,110108, , , , , , , , , , , , ,116.3678767,39.9788211
吉羊小学,北京市房山区房琉路吉羊小学,10,房山区,110111, , , , , , , , , , , , ,115.9925691,39.61967175
培星小学(北校区),北京市海淀区香山路培星小学(北校区),8,海淀区,110108, , , , , , , , , , , , ,116.2448268,40.00809483
房山第二小学,北京市房山区房山南大街房山第二小学,10,房山区,110111, , , , , , , , , , , , ,115.9765349,39.69739938
前进小学,北京市海淀区北三环中路前进小学,8,海淀区,110108, , , , , , , , , , , , ,116.3540798,39.97284459
北京东潞苑体育馆,北京市通州区潞苑四街北京东潞苑体育馆,11,通州区,110112, , , , , , , , , , , , ,116.6645302,39.93497445
前沙涧小学,北京市海淀区苏三路前沙涧小学,8,海淀区,110108, , , , , , , , , , , , ,116.1453542,40.09795786
永泰法制宣传广场,北京市海淀区永泰庄路永泰法制宣传广场,8,海淀区,110108, , , , , , , , , , , , ,116.3446587,40.03219485
清河第五小学,北京市海淀区滨河路清河第五小学,8,海淀区,110108, , , , , , , , , , , , ,116.3156266,40.01544323
北京市房山区韩村河中学,北京市房山区顾郑路北京市房山区韩村河中学,10,房山区,110111, , , , , , , , , , , , ,115.9455566,39.59790787
清河第一小学,北京市海淀区毛纺路清河第一小学,8,海淀区,110108, , , , , , , , , , , , ,116.3316504,40.02713928
北京鑫达源通汽车销售服务有限公司,北京市密云区云腾路北京鑫达源通汽车销售服务有限公司,18,密云区,110118, , , , , , , , , , , , ,116.7930865,40.35408699
首都师范大学附属密云中学体育馆,北京市密云区兴云路27号首都师范大学附属密云中学体育馆,18,密云区,110118, , , , , , , , , , , , ,116.8146669,40.36980014
密云第六小学,北京市密云区兴云路24号密云第六小学,18,密云区,110118, , , , , , , , , , , , ,116.8131649,40.36991049
德威英国国际学校运动场,北京市顺义区林荫路德威英国国际学校运动场,12,顺义区,110113, , , , , , , , , , , , ,116.5658111,40.03707155
清华大学附属小学,北京市海淀区清华南路清华大学附属小学,8,海淀区,110108, , , , , , , , , , , , ,116.3172471,39.99484207
清华东路小学,北京市海淀区清华东路小学,8,海淀区,110108, , , , , , , , , , , , ,116.3617866,39.99965058
增光路休闲广场,北京市海淀区增光路休闲广场,8,海淀区,110108, , , , , , , , , , , , ,116.3261327,39.92656009
房山三小,北京市房山区京周路房山三小,10,房山区,110111, , , , , , , , , , , , ,115.9742515,39.68820026
首都医科大学燕京医学院,北京市顺义区大东路4号首都医科大学燕京医学院,12,顺义区,110113, , , , , , , , , , , , ,116.661082,40.12645324
人大附小亮甲西校,北京市海淀区西四环北路人大附小亮甲西校,8,海淀区,110108, , , , , , , , , , , , ,116.2663171,39.93185286
人大附中实验小学,北京市海淀区知春路人大附中实验小学,8,海淀区,110108, , , , , , , , , , , , ,116.3154806,39.97326945
北京市房山区第四中学,北京市房山区京周路北京市房山区第四中学,10,房山区,110111, , , , , , , , , , , , ,115.9726207,39.68928181
达阵棒球庄园,北京市顺义区白马路达阵棒球庄园,12,顺义区,110113, , , , , , , , , , , , ,116.5126099,40.18016809
上庄中心小学,北京市海淀区翠湖北路上庄中心小学,8,海淀区,110108, , , , , , , , , , , , ,116.2078316,40.1123619
首都师范大学附属小学,北京市海淀区西四环北路首都师范大学附属小学,8,海淀区,110108, , , , , , , , , , , , ,116.2647051,39.94134343
北京怡生园国际会议中心,北京市顺义区左堤路5号北京怡生园国际会议中心,12,顺义区,110113, , , , , , , , , , , , ,116.6875523,40.19816875
首都师范大学附属小学(柳明校区),北京市海淀区砂石厂路首都师范大学附属小学(柳明校区),8,海淀区,110108, , , , , , , , , , , , ,116.2321107,39.92026857
首都师范大学附属育新学校小学部,北京市海淀区建材城东路首都师范大学附属育新学校小学部,8,海淀区,110108, , , , , , , , , , , , ,116.3403719,40.05649464
木林中心小学,北京市顺义区木邵路木林中心小学,12,顺义区,110113, , , , , , , , , , , , ,116.7903878,40.24510485
首都师范大学实验小学(南校区),北京市海淀区首都体育馆南路首都师范大学实验小学(南校区),8,海淀区,110108, , , , , , , , , , , , ,116.3215892,39.9286906
首师大附小玉泉校区,北京市海淀区闵庄南路首师大附小玉泉校区,8,海淀区,110108, , , , , , , , , , , , ,116.2404683,39.9631826
国门1号全球家居总部基地,北京市顺义区顺平路国门1号全球家居总部基地,12,顺义区,110113, , , , , , , , , , , , ,116.5562868,40.11882133
双榆树第一小学,北京市海淀区北三环西路双榆树第一小学,8,海淀区,110108, , , , , , , , , , , , ,116.321015,39.96896738
双榆树中心小学,北京市海淀区双榆树二街双榆树中心小学,8,海淀区,110108, , , , , , , , , , , , ,116.3173613,39.96764567
花博会主题公园,北京市顺义区酒厂东路花博会主题公园,12,顺义区,110113, , , , , , , , , , , , ,116.5601599,40.12033914
四王府小学,北京市海淀区东外环路四王府小学,8,海淀区,110108, , , , , , , , , , , , ,116.2095103,39.99667032
苏家坨中心小学,北京市海淀区温阳路苏家坨中心小学,8,海淀区,110108, , , , , , , , , , , , ,116.1526406,40.07179231
羊头岗完全小学,北京市房山区顾八路羊头岗完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0094095,39.7235178
太平路小学(采石路校区),北京市海淀区太平路小学(采石路校区),8,海淀区,110108, , , , , , , , , , , , ,116.2532471,39.90048045
北京嗨谷汽车公园,北京市平谷区夏大路北京嗨谷汽车公园,16,平谷区,110117, , , , , , , , , , , , ,117.1746295,40.10642328
北大生物城,北京市海淀区信息路北大生物城,8,海淀区,110108, , , , , , , , , , , , ,116.2982357,40.03045275
北京顺海农业观光园,北京市海淀区苏三路北京顺海农业观光园,8,海淀区,110108, , , , , , , , , , , , ,116.1429572,40.10100036
北京药用植物园,北京市海淀区永丰路北京药用植物园,8,海淀区,110108, , , , , , , , , , , , ,116.2668109,40.03338548
瑞海姆田园度假村,北京市密云区新南路瑞海姆田园度假村,18,密云区,110118, , , , , , , , , , , , ,116.8279081,40.36593967
飞鸿世纪园,北京市密云区滨河路飞鸿世纪园,18,密云区,110118, , , , , , , , , , , , ,116.8308156,40.3660909
南尚乐中心小学,北京市房山区南土路南尚乐中心小学,10,房山区,110111, , , , , , , , , , , , ,115.7688672,39.53693859
北京燕山羊耳峪小学,北京市房山区万窑路北京燕山羊耳峪小学,10,房山区,110111, , , , , , , , , , , , ,115.96538,39.75993761
八一剧场,北京市海淀区西三环北路八一剧场,8,海淀区,110108, , , , , , , , , , , , ,116.3044906,39.94657027
太平路小学分校,北京市海淀区复兴路太平路小学分校,8,海淀区,110108, , , , , , , , , , , , ,116.2488025,39.904733
国安剧院,北京市海淀区花园东路国安剧院,8,海淀区,110108, , , , , , , , , , , , ,116.3643776,39.98016187
图强第二小学,北京市海淀区复兴路图强第二小学,8,海淀区,110108, , , , , , , , , , , , ,116.2650822,39.90822609
北京市残疾人职业高中,北京市海淀区花园东路北京市残疾人职业高中,8,海淀区,110108, , , , , , , , , , , , ,116.3654558,39.97967888
古城小学,北京市通州区胡郎路古城小学,11,通州区,110112, , , , , , , , , , , , ,116.7955853,39.86336256
万泉小学,北京市海淀区万柳东路万泉小学,8,海淀区,110108, , , , , , , , , , , , ,116.2960556,39.96905115
西翠路小学,北京市海淀区万寿路西翠路小学,8,海淀区,110108, , , , , , , , , , , , ,116.2810334,39.91689982
太子务小学,北京市密云区太子务西路太子务小学,18,密云区,110118, , , , , , , , , , , , ,116.7906032,40.41985194
蓝天剧院(北太平路),北京市海淀区蓝天剧院(北太平路),8,海淀区,110108, , , , , , , , , , , , ,116.2517618,39.90205906
西二旗小学,北京市海淀区西二旗西路西二旗小学,8,海淀区,110108, , , , , , , , , , , , ,116.3050133,40.04882389
西颐小学,北京市海淀区三义庙路西颐小学,8,海淀区,110108, , , , , , , , , , , , ,116.3069796,39.96376176
西玉河小学,北京市海淀区玉河路西玉河小学,8,海淀区,110108, , , , , , , , , , , , ,116.2319258,40.09408462
西苑小学,北京市海淀区西苑操场路西苑小学,8,海淀区,110108, , , , , , , , , , , , ,116.287709,39.99166745
香山小学西区,北京市海淀区杰王府路香山小学西区,8,海淀区,110108, , , , , , , , , , , , ,116.1991445,39.98734592
中国木偶剧院,北京市朝阳区安定门外大街中国木偶剧院,5,朝阳区,110105, , , , , , , , , , , , ,116.3951194,39.96654936
檀营满族蒙古族中心小学,北京市密云区檀营街檀营满族蒙古族中心小学,18,密云区,110118, , , , , , , , , , , , ,116.8623027,40.38659942
辛庄小学,北京市海淀区北清路辛庄小学,8,海淀区,110108, , , , , , , , , , , , ,116.1449777,40.06271771
密云南菜园小学,北京市密云区南河路密云南菜园小学,18,密云区,110118, , , , , , , , , , , , ,116.8391725,40.36473957
星火小学,北京市海淀区文慧园路星火小学,8,海淀区,110108, , , , , , , , , , , , ,116.36076,39.9518487
学院路小学,北京市海淀区北三环西路学院路小学,8,海淀区,110108, , , , , , , , , , , , ,116.3451494,39.96940354
北京市密云区第六幼儿园,北京市密云区南河路北京市密云区第六幼儿园,18,密云区,110118, , , , , , , , , , , , ,116.8397787,40.36480088
羊坊店第四小学,北京市海淀区羊坊店路羊坊店第四小学,8,海淀区,110108, , , , , , , , , , , , ,116.3135457,39.90217293
羊坊店第五小学,北京市海淀区北蜂窝西路羊坊店第五小学,8,海淀区,110108, , , , , , , , , , , , ,116.3225594,39.90079585
巨各庄中心小学,北京市密云区密云旧路巨各庄中心小学,18,密云区,110118, , , , , , , , , , , , ,116.9440347,40.37654677
羊坊店中心小学,北京市海淀区北蜂窝西路羊坊店中心小学,8,海淀区,110108, , , , , , , , , , , , ,116.3207706,39.89930365
三府庄小学,北京市平谷区顺平路三府庄小学,16,平谷区,110117, , , , , , , , , , , , ,117.0407693,40.14492593
石城镇中心小学,北京市密云区密关路石城镇中心小学,18,密云区,110118, , , , , , , , , , , , ,116.813619,40.53938066
房山区良乡中心校太平庄完全小学,北京市房山区京周路房山区良乡中心校太平庄完全小学,10,房山区,110111, , , , , , , , , , , , ,116.1137455,39.73253953
北京市房山区良乡第四中学,北京市房山区京周路北京市房山区良乡第四中学,10,房山区,110111, , , , , , , , , , , , ,116.1131608,39.73364514
未来剧院,北京市海淀区复兴路未来剧院,8,海淀区,110108, , , , , , , , , , , , ,116.3101112,39.91047095
北寺小学,北京市通州区任李路北寺小学,11,通州区,110112, , , , , , , , , , , , ,116.742366,39.96417728
琉璃河中心小学,北京市房山区京深路琉璃河中心小学,10,房山区,110111, , , , , , , , , , , , ,116.0150863,39.59786239
芦村完全小学,北京市房山区刘夏路芦村完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0374285,39.63294227
天竺第二小学,北京市顺义区花园西街天竺第二小学,12,顺义区,110113, , , , , , , , , , , , ,116.5590748,40.05516219
北京房山城关街道马各庄完全小学,北京市房山区顾八路北京房山城关街道马各庄完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0100193,39.70106509
顺义一中附属小学,北京市顺义区顺白路顺义一中附属小学,12,顺义区,110113, , , , , , , , ,1, , , ,116.6334531,40.109838
官道中心小学,北京市房山区良常路官道中心小学,10,房山区,110111, , , , , , , , , , , , ,116.1419474,39.70278017
北京怀柔区汤河口小学,北京市怀柔区汤河口大街北京怀柔区汤河口小学,15,怀柔区,110116, , , , , , , , , , , , ,116.6381299,40.73573779
羊坊店中心小学南区,北京市海淀区北蜂窝中路羊坊店中心小学南区,8,海淀区,110108, , , , , , , , , , , , ,116.3200786,39.89794555
上万小学,北京市房山区良三路上万小学,10,房山区,110111, , , , , , , , , , , , ,116.0366207,39.81114143
中关村第三小学南校区,北京市海淀区万柳中路中关村第三小学南校区,8,海淀区,110108, , , , , , , , , , , , ,116.2915606,39.96151884
永丰小学,北京市海淀区上庄路永丰小学,8,海淀区,110108, , , , , , , , , , , , ,116.210993,40.06149754
北京市育英学校密云分校,北京市密云区新西路北京市育英学校密云分校,18,密云区,110118, , , , , , , , , , , , ,116.8309148,40.39337386
北京市房山区良乡小学,北京市房山区良乡中路北京市房山区良乡小学,10,房山区,110111, , , , , , , , , , , , ,116.1384394,39.72899606
永泰小学清缘里校区,北京市海淀区龙岗路永泰小学清缘里校区,8,海淀区,110108, , , , , , , , , , , , ,116.3509792,40.02738189
坨里中心小学,北京市房山区良坨路坨里中心小学,10,房山区,110111, , , , , , , , , , , , ,116.0299571,39.77510789
北京市密云区第八幼儿园,北京市密云区白云街北京市密云区第八幼儿园,18,密云区,110118, , , , , , , , , , , , ,116.8322828,40.39450557
立教完全小学,北京市房山区京深路立教完全小学,10,房山区,110111, , , , , , , , , , , , ,116.0656899,39.62101328
育鹰小学(安宁庄路5号院西北),北京市昌平区西二旗大街育鹰小学(安宁庄路5号院西北),13,昌平区,110114, , , , , , , , , , , , ,116.3187389,40.05354315
窦店第二小学,北京市房山区大于路窦店第二小学,10,房山区,110111, , , , , , , , , , , , ,116.0592616,39.67491945
育鹰小学(雪梨澳乡b区西),北京市海淀区悦秀路育鹰小学(雪梨澳乡b区西),8,海淀区,110108, , , , , , , , , , , , ,116.3278742,40.04881923
桃山小学,北京市怀柔区兵山路桃山小学,15,怀柔区,110116, , , , , , , , , , , , ,116.5960602,40.26466056
长沟镇中心小学,北京市房山区房易路长沟镇中心小学,10,房山区,110111, , , , , , , , , , , , ,115.8947878,39.57481475
房山四小,北京市房山区万窑路房山四小,10,房山区,110111, , , , , , , , , , , , ,115.9889911,39.68717967
